"id","Policy_start_date","Age","Annual_premium","Vehicle_year","Claim_amount","Vehicle_risk_type","Area"
"25926",2014-07-31,40,278.01,2002,0,2,1
"25927",2016-07-31,43,261.62,1999,882,2,1
"25928",2016-07-31,43,251.54,1999,702.41,2,1
"25929",2016-07-31,43,261.62,1999,0,2,1
"25930",2018-04-11,48,228.99,2005,0,2,0
"25931",2017-08-01,19,739.04,1999,1244.95,2,1
"25932",2017-08-01,19,731.96,1999,0,2,1
"25933",2013-08-30,39,515.81,2013,0,2,1
"25934",2013-08-30,39,515.81,2013,0,2,1
"25935",2013-08-30,39,505.73,2013,0,2,1
"25936",2000-02-16,27,250.87,2000,0,1,0
"25937",2000-02-16,27,254.63,2000,0,1,0
"25938",2000-02-16,27,255.91,2000,0,1,0
"25939",2003-06-12,28,223.74,2000,0,2,1
"25940",2016-04-25,41,237.28,2000,0,2,1
"25941",2016-04-25,41,243.21,2000,0,2,1
"25942",2016-04-25,41,244.43,2000,0,2,1
"25943",2014-01-31,41,210.35,2008,0,2,0
"25944",2014-01-31,41,216.66,2008,0,2,0
"25945",2014-01-31,41,213.4,2008,0,2,0
"25946",2014-07-01,40,317.02,2014,0,2,1
"25947",2004-09-16,30,178.49,2004,0,2,0
"25948",2004-09-16,30,179.38,2004,0,2,0
"25949",2004-09-16,30,177.59,2004,0,2,0
"25950",2015-10-01,41,273.94,2009,2240.66,2,0
"25951",2015-10-01,41,260.25,2009,0,2,0
"25952",2015-10-01,41,269.35,2009,0,2,0
"25953",2016-01-28,41,217.44,2001,0,2,0
"25954",2016-01-28,41,223.97,2001,0,2,0
"25955",2016-01-28,41,223.97,2001,0,2,0
"25956",2014-10-01,42,254.66,2009,0,2,1
"25957",2014-10-01,42,262.3,2009,0,2,1
"25958",2014-10-01,42,271.48,2009,0,2,1
"25959",2015-02-02,40,225.26,2010,1416.77,2,0
"25960",2015-02-02,40,234.26,2010,0,2,0
"25961",2015-02-02,40,240.13,2010,0,2,0
"25962",2009-09-24,35,339.83,2009,111.44,2,0
"25963",2009-09-24,35,339.83,2009,0,2,0
"25964",2009-09-24,35,336.43,2009,0,2,0
"25965",2012-11-19,36,257.13,2009,0,2,1
"25966",2012-03-26,38,453.94,2010,0,2,1
"25967",2012-03-26,38,446.9,2010,0,2,1
"25968",2012-03-26,38,449.13,2010,0,2,1
"25969",2009-02-24,35,298.05,2008,0,2,0
"25970",2009-02-24,35,292.14,2008,0,2,0
"25971",2009-02-24,35,277.43,2008,0,2,0
"25972",2017-09-07,43,223.31,1997,0,2,0
"25973",2017-09-07,43,227.77,1997,0,2,0
"25974",2008-01-24,33,272.87,2008,0,2,0
"25975",2008-01-24,33,276.95,2008,0,2,0
"25976",2008-01-24,33,271.4,2008,0,2,0
"25977",2015-11-07,42,256.85,2004,0,2,1
"25978",2015-11-07,42,264.55,2004,0,2,1
"25979",2015-11-07,42,264.55,2004,0,2,1
"25980",2015-11-07,42,265.87,2004,0,2,1
"25981",2014-03-10,39,309.71,2005,564.23,2,0
"25982",2017-08-12,43,236.82,2003,0,2,0
"25983",2017-08-12,43,243.93,2003,0,2,0
"25984",2018-09-18,44,236.23,2009,0,2,1
"25985",2015-07-28,42,234.44,2010,269.91,2,0
"25986",2015-07-28,42,240.3,2010,0,2,0
"25987",2015-07-28,42,237.9,2010,0,2,0
"25988",2013-03-22,38,227.94,2004,0,2,1
"25989",2013-03-22,38,235.92,2004,0,2,1
"25990",2013-03-22,38,237.1,2004,0,2,1
"25991",2015-03-05,28,371.69,2012,892.45,2,1
"25992",2015-03-05,28,497.9,2012,289.47,2,1
"25993",2015-03-05,28,542.7,2012,0,2,1
"25994",2016-12-24,43,172.79,2016,0,2,0
"25995",2016-12-24,43,230,2016,0,2,0
"25996",2015-06-04,41,403.34,2014,554.56,2,1
"25997",2015-06-04,41,298.09,2014,0,2,1
"25998",2015-06-04,41,310,2014,0,2,1
"25999",2015-07-02,40,255.36,2009,0,2,1
"26000",2015-07-02,40,260.47,2009,0,2,1
"26001",2015-07-02,40,261.77,2009,0,2,1
"26002",2015-07-17,40,254.16,2009,0,1,1
"26003",2015-07-17,40,254.14,2009,0,1,1
"26004",2015-07-17,40,255.42,2009,0,1,1
"26005",2016-09-26,41,513.91,2009,0,1,1
"26006",2016-09-26,41,513.91,2009,0,1,1
"26007",2016-11-10,41,235.14,2009,0,1,1
"26008",2016-11-10,41,235.14,2009,0,1,1
"26009",2017-11-29,42,426.88,2009,0,1,1
"26010",2017-11-29,42,429.01,2009,0,1,1
"26011",2015-01-17,41,277.85,2003,0,2,1
"26012",2015-01-17,41,298.69,2003,0,2,1
"26013",2015-01-17,41,310.32,2003,323.02,2,1
"26014",2007-06-30,33,712.74,2006,268.18,2,0
"26015",2007-06-30,33,719.87,2006,0,2,0
"26016",2007-06-30,33,723.48,2006,0,2,0
"26017",2016-09-26,45,258.15,2002,0,2,1
"26018",2016-09-26,45,265.64,2002,0,2,1
"26019",2016-09-26,45,266.98,2002,0,2,1
"26020",2018-03-01,45,207.16,2005,0,2,1
"26021",2010-12-10,36,331.91,2010,0,2,0
"26022",2010-12-10,36,338.55,2010,0,2,0
"26023",2010-12-10,36,331.77,2010,0,2,0
"26024",2015-02-03,41,261.16,2003,0,2,1
"26025",2015-02-03,41,279.44,2003,0,2,1
"26026",2010-04-01,35,240.25,2010,0,2,0
"26027",2010-04-01,35,241.43,2010,0,2,0
"26028",2010-04-01,35,238.99,2010,0,2,0
"26029",2014-11-16,42,388.8,2006,199.22,1,0
"26030",2014-11-16,42,378.58,2006,253,1,0
"26031",2014-11-16,42,380.46,2006,0,1,0
"26032",2014-11-16,42,384.27,2006,0,1,0
"26033",2018-09-29,41,388.58,2017,0,2,1
"26034",2016-09-12,45,270.13,2003,96.01,2,0
"26035",2016-09-12,45,274.18,2003,158.21,2,0
"26036",2016-09-12,45,279.66,2003,0,2,0
"26037",2010-11-11,36,303.67,2009,419.39,2,0
"26038",2010-11-11,36,312.77,2009,0,2,0
"26039",2010-11-11,36,312.77,2009,0,2,0
"26040",2010-11-11,36,314.32,2009,0,2,0
"26041",2015-09-29,39,520.98,2009,300.82,2,1
"26042",2015-09-29,39,583.5,2009,623.82,2,1
"26043",2015-09-29,39,586.4,2009,0,2,1
"26044",2013-09-04,37,264.48,2004,0,2,1
"26045",2016-06-17,41,531.75,2016,808.84,2,1
"26046",2016-06-17,41,531.75,2016,548.36,2,1
"26047",2016-06-17,41,531.75,2016,0,2,1
"26048",2018-05-31,43,257.58,2000,0,2,1
"26049",2014-05-13,39,233.22,2000,0,2,1
"26050",2007-03-13,32,262.01,2007,51.95,2,1
"26051",2007-03-13,32,249.55,2007,0,2,1
"26052",2007-03-13,32,242.03,2007,0,2,1
"26053",2017-08-01,40,240.15,2007,0,2,0
"26054",2017-08-01,40,243.76,2007,0,2,0
"26055",2015-02-06,41,423.08,2015,0,2,1
"26056",2015-02-06,41,442.12,2015,0,2,1
"26057",2015-02-06,41,444.33,2015,0,2,1
"26058",2014-01-14,38,658.13,2014,0,2,0
"26059",2007-12-18,33,201.47,2007,0,2,0
"26060",2007-12-18,33,207.5,2007,0,2,0
"26061",2007-12-18,33,204.39,2007,0,2,0
"26062",2016-05-15,41,278.27,2002,0,2,0
"26063",2016-05-15,41,283.83,2002,0,2,0
"26064",2016-07-28,41,327.49,1999,159.29,2,1
"26065",2016-07-28,41,254.86,1999,933.95,2,1
"26066",2016-07-28,41,327.49,1999,0,2,1
"26067",2018-05-29,43,256.87,1999,0,2,1
"26068",2015-11-06,40,299.59,2008,882,2,0
"26069",2015-11-06,40,322.06,2008,0,2,0
"26070",2015-11-06,40,349.46,2008,0,2,0
"26071",2015-11-06,40,380.9,2008,0,2,0
"26072",2014-06-10,38,187.87,2006,0,1,0
"26073",2014-06-10,38,192.56,2006,0,1,0
"26074",2015-08-26,41,257.78,2007,0,2,1
"26075",2015-08-26,41,257.78,2007,0,2,1
"26076",2015-08-26,41,269.39,2007,0,2,1
"26077",2015-11-27,40,562.18,2015,659.55,2,0
"26078",2015-11-27,40,598.08,2015,882,2,0
"26079",2015-11-27,40,622.01,2015,0,2,0
"26080",2015-11-27,40,625.11,2015,0,2,0
"26081",1999-07-28,24,226.83,1988,0,2,1
"26082",1999-07-28,24,232.51,1988,0,2,1
"26083",1999-07-28,24,240.65,1988,0,2,1
"26084",2009-01-07,33,232.29,2001,52.09,2,1
"26085",2009-01-07,33,239.26,2001,54.26,2,1
"26086",2009-01-07,33,239.26,2001,0,2,1
"26087",2014-08-04,39,427.46,2014,492.72,2,1
"26088",2014-08-04,39,438.18,2014,1745.29,2,1
"26089",2014-08-04,39,495.16,2014,0,2,1
"26090",2015-12-23,41,274.67,2008,263.28,2,1
"26091",2015-12-23,41,295.26,2008,375.32,2,1
"26092",2015-12-23,41,295.26,2008,67.11,2,1
"26093",2014-07-16,39,161.63,2005,0,1,0
"26094",2014-07-16,39,162.43,2005,0,1,0
"26095",2014-07-16,39,163.24,2005,0,1,0
"26096",2015-05-21,40,154.09,2005,0,1,0
"26097",2015-05-21,40,155.64,2005,0,1,0
"26098",2015-05-21,40,156.42,2005,0,1,0
"26099",2014-04-15,40,658.27,2010,4118.95,2,1
"26100",2016-04-06,41,342.37,2007,0,2,1
"26101",2016-04-06,41,350.93,2007,0,2,1
"26102",2016-04-06,41,347.42,2007,0,2,1
"26103",2018-09-06,44,144.77,2000,0,1,0
"26104",1999-05-13,23,208.97,1999,0,2,1
"26105",1999-05-13,23,204.31,1999,0,2,1
"26106",1999-05-13,23,205.33,1999,0,2,1
"26107",2006-02-06,31,248.41,2001,0,2,0
"26108",2014-07-22,39,243.75,2006,0,2,0
"26109",2011-07-29,36,247.33,2004,0,2,0
"26110",2011-07-29,36,239.42,2004,0,2,0
"26111",2011-07-29,36,228.35,2004,0,2,0
"26112",2002-10-30,26,316.8,2002,0,2,0
"26113",2002-10-30,26,300.96,2002,0,2,0
"26114",2002-10-30,26,297.96,2002,0,2,0
"26115",2018-10-30,43,232.92,1996,0,2,1
"26116",2005-09-09,30,306.26,2005,0,2,0
"26117",2005-09-09,30,306.26,2005,0,2,0
"26118",2005-09-09,30,295.63,2005,0,2,0
"26119",2009-07-22,30,264.14,2006,938.99,2,0
"26120",2009-07-22,30,268.11,2006,119.06,2,0
"26121",2009-07-22,30,268.12,2006,0,2,0
"26122",2009-04-08,33,306.55,2009,0,2,0
"26123",2009-04-08,33,308.09,2009,0,2,0
"26124",2009-04-08,33,309.64,2009,0,2,0
"26125",2017-10-20,42,352.14,2013,0,2,1
"26126",2017-10-20,42,353.92,2013,0,2,1
"26127",2011-09-29,41,254.84,2011,0,2,0
"26128",2011-09-29,41,242.11,2011,0,2,0
"26129",2011-09-29,41,239.69,2011,0,2,0
"26130",2017-09-27,42,487.19,2010,1623,2,0
"26131",2017-09-27,42,596.82,2010,0,2,0
"26132",2010-12-29,30,248.19,2006,0,2,1
"26133",2010-12-29,30,248.19,2006,0,2,1
"26134",2014-07-10,39,419.7,2014,0,2,1
"26135",2014-02-01,36,221.4,2005,0,2,1
"26136",2009-08-21,33,389.42,2005,0,2,0
"26137",2012-05-30,36,286.35,2005,150.65,2,0
"26138",2012-05-30,36,294.94,2005,0,2,0
"26139",2009-10-08,33,342.79,2001,0,2,1
"26140",2009-10-08,33,325.64,2001,0,2,1
"26141",2009-10-08,33,322.39,2001,0,2,1
"26142",2018-02-15,41,287.77,2010,0,2,1
"26143",2016-05-11,41,436.12,2016,0,2,1
"26144",2016-05-11,41,660.79,2016,0,2,1
"26145",2017-06-30,41,205.68,2003,0,2,1
"26146",2017-06-30,41,210.82,2003,0,2,1
"26147",2016-11-08,44,410.34,1997,688.24,2,1
"26148",2016-11-08,44,402.14,1997,51.95,2,1
"26149",2016-11-08,44,396.12,1997,0,2,1
"26150",2009-01-30,31,303.83,2008,0,1,0
"26151",2018-02-02,40,259.47,2008,0,1,0
"26152",2018-05-16,41,387.82,2008,0,2,0
"26153",2015-06-23,41,233.1,2004,54.26,2,0
"26154",2015-06-23,41,229.15,2004,0,2,0
"26155",2015-06-23,41,228.16,2004,0,2,0
"26156",2018-01-19,44,177.15,2004,0,2,0
"26157",2018-11-30,44,242.77,2004,0,2,0
"26158",2018-01-01,42,430.9,2011,51.95,2,0
"26159",2017-03-31,40,316.06,2001,350.56,2,1
"26160",2017-03-31,40,313.44,2001,314.07,2,1
"26161",2018-01-26,41,280.82,2006,0,2,1
"26162",2015-03-15,41,261,1998,882,1,0
"26163",2015-03-15,41,264.92,1998,0,1,0
"26164",2015-03-15,41,267.57,1998,0,1,0
"26165",2015-06-05,39,290,2015,0,2,1
"26166",2015-06-05,39,299.67,2015,0,2,1
"26167",2015-06-05,39,302.09,2015,51.95,2,1
"26168",2015-06-07,41,287.57,2007,3617.74,2,1
"26169",2015-06-07,41,293.34,2007,0,2,1
"26170",2015-06-07,41,303.58,2007,0,2,1
"26171",1999-10-19,23,269.87,1999,0,2,0
"26172",1999-10-19,23,259.44,1999,0,2,0
"26173",1999-10-19,23,260.75,1999,0,2,0
"26174",2012-12-01,36,300.66,2004,0,2,0
"26175",2017-12-01,41,230.73,2004,0,2,0
"26176",2018-07-25,41,246.32,2004,0,2,0
"26177",2017-07-18,41,295.24,2004,145.92,2,0
"26178",2017-07-18,41,295.24,2004,0,2,0
"26179",2007-09-26,32,324.47,2007,0,2,1
"26180",2007-09-26,32,324.49,2007,0,2,1
"26181",2007-09-26,32,314.83,2007,0,2,1
"26182",1999-07-12,22,243.11,1999,0,2,1
"26183",1999-07-12,22,241.1,1999,0,2,1
"26184",1999-07-12,22,242.3,1999,0,2,1
"26185",2009-09-09,34,552.18,2009,0,2,1
"26186",2009-09-09,34,552.18,2009,0,2,1
"26187",2009-09-09,34,554.95,2009,0,2,1
"26188",2017-12-31,43,256.5,2006,0,2,0
"26189",2018-01-03,39,356.21,2006,129.54,2,1
"26190",2017-07-21,40,394.13,2006,51.95,2,1
"26191",2017-07-21,40,394.13,2006,0,2,1
"26192",2014-04-09,37,215.6,2002,0,2,0
"26193",2014-04-09,37,205.52,2002,0,2,0
"26194",2014-04-09,37,200.64,2002,0,2,0
"26195",2014-04-03,37,540.43,2002,0,2,0
"26196",2014-04-03,37,322.32,2002,0,2,0
"26197",2014-04-03,37,313.94,2002,0,2,0
"26198",2015-12-21,39,499.89,2005,67.25,2,1
"26199",2015-12-21,39,514.53,2005,185.39,2,1
"26200",2015-12-21,39,514.52,2005,1734.14,2,1
"26201",2014-05-31,40,300.04,2003,0,2,1
"26202",2014-05-31,40,307.56,2003,0,2,1
"26203",2011-12-01,35,690.89,2011,76.18,2,1
"26204",2011-12-01,35,718.53,2011,0,2,1
"26205",2011-12-01,35,718.53,2011,0,2,1
"26206",2011-08-24,36,211.47,2011,0,2,1
"26207",2011-08-24,36,231.56,2011,0,2,1
"26208",2011-08-24,36,241.97,2011,0,2,1
"26209",2017-10-26,41,244.54,2004,51.95,2,0
"26210",2017-10-26,41,249.43,2004,0,2,0
"26211",2015-05-07,39,283.96,2010,0,2,1
"26212",2015-05-07,39,292.48,2010,0,2,1
"26213",2015-05-07,39,302.71,2010,0,2,1
"26214",2017-06-20,40,204.41,2017,0,2,1
"26215",2017-06-20,40,282.01,2017,0,2,1
"26216",2017-02-13,40,70.57,2011,0,1,1
"26217",2017-02-13,40,234.45,2011,0,1,1
"26218",2005-05-31,29,205.54,1998,54.26,2,0
"26219",2005-05-31,29,202.89,1998,54.26,2,0
"26220",2005-05-31,29,202.55,1998,0,2,0
"26221",2018-07-04,42,344.23,1998,0,2,0
"26222",2013-03-01,36,283.04,2004,0,2,1
"26223",2013-03-01,36,291.52,2004,0,2,1
"26224",2011-11-22,35,308.52,2002,366.57,2,0
"26225",2011-11-22,35,318.03,2002,308.43,2,0
"26226",2011-11-22,35,313.27,2002,0,2,0
"26227",2011-11-22,35,310.15,2002,0,2,0
"26228",2000-02-02,23,256.23,2000,0,2,1
"26229",2000-02-02,23,262.64,2000,0,2,1
"26230",2000-02-02,23,263.95,2000,0,2,1
"26231",2013-09-19,37,232.05,2002,0,1,1
"26232",2013-09-19,37,232.05,2002,0,1,1
"26233",2018-09-25,43,197.31,1999,0,2,1
"26234",2014-08-13,39,297.31,2000,0,2,0
"26235",2014-08-13,39,296.57,2000,0,2,0
"26236",2018-04-23,42,266.04,2000,882,2,0
"26237",2018-10-02,42,375.29,2014,0,2,0
"26238",2017-11-01,41,172.82,2003,0,2,0
"26239",2017-11-01,41,176.28,2003,0,2,0
"26240",2016-10-24,41,416.8,2016,607.07,2,1
"26241",2016-10-24,41,424.54,2016,0,2,1
"26242",2016-10-24,41,433.03,2016,0,2,1
"26243",2011-07-01,34,295.61,2001,52.09,2,1
"26244",2011-07-01,34,308.66,2001,0,2,1
"26245",2013-07-01,37,432.85,2013,0,1,1
"26246",2013-07-01,37,437.19,2013,0,1,1
"26247",2013-07-01,37,291.27,2013,0,1,1
"26248",2016-05-07,39,312.39,2013,0,1,1
"26249",2016-05-07,39,317.07,2013,0,1,1
"26250",2016-05-07,39,318.66,2013,0,1,1
"26251",2008-05-15,32,234.09,2008,51.95,2,1
"26252",2008-05-15,32,241.11,2008,0,2,1
"26253",2008-05-15,32,242.33,2008,0,2,1
"26254",2013-11-04,37,218,2007,0,2,0
"26255",2013-11-04,37,224.54,2007,0,2,0
"26256",2013-11-04,37,224.54,2007,0,2,0
"26257",2013-11-04,37,225.67,2007,0,2,0
"26258",2017-10-11,41,284.88,2002,0,2,0
"26259",2017-10-11,41,292,2002,0,2,0
"26260",2017-02-27,40,229.14,2002,0,2,1
"26261",2017-02-27,40,230.3,2002,0,2,1
"26262",2009-07-17,33,291.4,2009,0,2,1
"26263",2009-07-17,33,297.22,2009,0,2,1
"26264",2009-07-17,33,294.26,2009,0,2,1
"26265",2017-03-09,40,267.31,2009,0,2,1
"26266",2016-01-01,40,363.85,2002,0,2,0
"26267",2016-01-01,40,299.27,2002,0,2,0
"26268",2016-01-01,40,299.27,2002,0,2,0
"26269",2018-09-24,44,238.57,2003,0,2,1
"26270",2016-09-11,40,370.79,2015,0,2,1
"26271",2016-09-11,40,481.56,2015,0,2,1
"26272",2015-06-16,39,260.23,2007,0,2,1
"26273",2015-06-16,39,268.03,2007,0,2,1
"26274",2015-06-16,39,269.38,2007,0,2,1
"26275",2017-06-14,40,235.37,2003,51.95,2,1
"26276",2017-06-14,40,240.07,2003,0,2,1
"26277",2018-07-06,41,390.66,2003,0,2,1
"26278",2014-10-15,38,284.98,2006,127.09,2,1
"26279",2014-10-15,38,293.53,2006,0,2,1
"26280",2017-12-20,41,714.04,2006,0,2,1
"26281",2010-03-23,33,250.07,1996,0,2,1
"26282",2016-04-15,40,320.05,2015,1779.59,2,0
"26283",2016-04-15,40,259.14,2015,0,2,0
"26284",2016-04-15,40,320.05,2015,0,2,0
"26285",2018-06-18,41,405.78,2018,0,2,1
"26286",2007-09-26,31,215.17,2004,206.82,2,1
"26287",2007-09-26,31,216.24,2004,0,2,1
"26288",2007-09-26,31,223.8,2004,0,2,1
"26289",2013-12-16,35,256.12,2009,882,2,0
"26290",2013-12-16,35,273.14,2009,0,2,0
"26291",2013-12-16,35,271.77,2009,0,2,0
"26292",2018-09-29,40,142.74,2015,0,2,0
"26293",2018-05-22,41,141.24,2001,1958.16,2,0
"26294",2016-06-03,38,284.96,2016,0,2,1
"26295",2016-06-03,38,242.58,2016,0,2,1
"26296",2016-06-03,38,253.51,2016,0,2,1
"26297",2018-01-30,41,330.41,2002,444.27,1,1
"26298",2012-12-14,32,379.39,2012,0,2,1
"26299",2013-02-08,37,225.48,2008,0,2,1
"26300",2017-02-07,41,238.63,2008,0,2,1
"26301",2017-02-07,41,239.84,2008,0,2,1
"26302",2007-09-12,29,305.66,2007,0,2,0
"26303",2017-11-29,22,426.39,2001,0,2,1
"26304",2017-11-29,22,439.19,2001,0,2,1
"26305",2005-09-19,28,251.71,2005,0,2,1
"26306",2005-09-19,28,251.71,2005,0,2,1
"26307",2005-09-19,28,252.97,2005,0,2,1
"26308",2012-09-24,34,196.37,2001,75.28,2,0
"26309",2012-09-24,34,201.39,2001,576.4,2,0
"26310",2012-09-24,34,208.59,2001,0,2,0
"26311",2003-05-31,27,240.14,2001,0,2,1
"26312",2003-05-31,27,247.34,2001,0,2,1
"26313",2003-05-31,27,244.88,2001,0,2,1
"26314",2014-12-28,38,278.72,2007,0,2,1
"26315",2014-12-28,38,287.09,2007,0,2,1
"26316",2014-12-28,38,282.78,2007,0,2,1
"26317",2016-02-04,37,348.08,2006,455.17,1,1
"26318",2016-10-13,39,163.24,2002,54.26,1,0
"26319",2016-10-13,39,249.39,2002,0,1,0
"26320",2016-10-13,39,222.13,2002,0,1,0
"26321",2017-11-07,40,367.56,2002,0,2,0
"26322",2017-11-07,40,396.59,2002,0,2,0
"26323",2007-08-01,30,360.58,2007,0,2,0
"26324",2007-08-01,30,360.58,2007,0,2,0
"26325",2014-09-20,37,305.75,2012,1051.8,2,1
"26326",2014-09-20,37,406.71,2012,1947.87,2,1
"26327",2017-01-13,39,282.01,2016,0,2,0
"26328",2017-01-13,39,337.02,2016,0,2,0
"26329",2018-10-16,43,213.46,2009,0,2,0
"26330",2014-04-29,23,356.92,2006,0,2,1
"26331",2014-04-29,23,370.08,2006,0,2,1
"26332",2015-07-15,40,447.39,2011,0,2,1
"26333",2015-07-15,40,447.39,2011,0,2,1
"26334",2003-11-25,27,208.42,1999,128.71,2,0
"26335",2003-11-25,27,220.91,1999,0,2,0
"26336",2003-11-25,27,228.63,1999,0,2,0
"26337",2003-11-25,27,238.92,1999,0,2,0
"26338",2007-03-29,30,189.28,2003,715.52,2,1
"26339",2007-03-29,30,194.97,2003,0,2,1
"26340",2007-03-29,30,195.94,2003,0,2,1
"26341",2015-02-16,37,415.41,2015,1145.55,2,1
"26342",2015-02-16,37,476.07,2015,0,2,1
"26343",2001-05-21,24,194.99,2001,0,2,1
"26344",2017-01-30,39,623.39,2001,0,2,1
"26345",2017-01-30,39,623.39,2001,2096.13,2,1
"26346",2015-10-05,44,396.08,2005,74.37,2,0
"26347",2015-10-05,44,388.18,2005,93.29,2,0
"26348",2015-10-05,44,386.25,2005,0,2,0
"26349",2014-10-06,37,283.21,2002,882,2,1
"26350",2014-10-06,37,283.22,2002,0,2,1
"26351",2014-10-06,37,293.13,2002,0,2,1
"26352",2014-01-31,36,215.07,2000,54.4,2,1
"26353",2014-01-31,36,223.67,2000,136.16,2,1
"26354",2014-01-31,36,223.67,2000,0,2,1
"26355",2011-04-27,33,294.51,2006,0,2,1
"26356",2018-02-10,41,497.1,2008,0,2,1
"26357",2006-10-31,29,264.95,2006,0,1,1
"26358",2006-10-31,29,287.49,2006,0,1,1
"26359",2006-10-31,29,316.24,2006,0,1,1
"26360",2013-02-23,36,303.28,2006,51.95,2,1
"26361",2013-02-23,36,313.91,2006,51.95,2,1
"26362",2013-02-23,36,343.71,2006,0,2,1
"26363",2010-09-28,33,210.29,2010,52.09,2,1
"26364",2010-09-28,33,211.8,2010,0,2,1
"26365",2010-09-28,33,197.1,2010,0,2,1
"26366",2016-03-31,37,116.08,2016,0,1,1
"26367",2016-03-31,37,292.89,2016,0,1,1
"26368",2015-08-26,29,425.97,2015,0,2,1
"26369",2015-08-26,29,425.96,2015,0,2,1
"26370",2015-08-26,29,432.35,2015,0,2,1
"26371",2017-04-12,40,228.7,2004,49.95,2,1
"26372",2017-04-12,40,226.17,2004,0,2,1
"26373",2013-06-05,36,212.74,1998,63.71,2,1
"26374",2013-06-05,36,214.96,1998,882,2,1
"26375",2013-06-05,36,216.04,1998,0,2,1
"26376",2017-05-04,40,65.74,1998,51.95,2,1
"26377",2017-05-04,40,218.3,1998,0,2,1
"26378",2016-10-11,43,244.5,2002,0,2,0
"26379",2016-10-11,43,237.73,2002,0,2,0
"26380",2016-10-11,43,224.08,2002,0,2,0
"26381",2000-01-04,22,246.37,1999,0,2,0
"26382",2018-04-30,40,115.03,2016,710.57,2,0
"26383",2018-10-31,41,224.5,2016,0,2,0
"26384",2016-07-16,39,201.97,2002,841.69,2,0
"26385",2016-07-16,39,223.04,2002,0,2,0
"26386",2016-07-16,39,219.29,2002,0,2,0
"26387",2013-03-28,66,265.7,2006,51.95,2,0
"26388",2013-03-28,66,273.68,2006,0,2,0
"26389",2013-03-28,66,256.99,2006,0,2,0
"26390",2009-10-05,32,331.9,2005,0,2,1
"26391",2009-05-31,32,328.1,1995,0,2,0
"26392",2009-05-31,32,253.35,1995,0,2,0
"26393",2009-05-31,32,254.62,1995,0,2,0
"26394",2016-11-05,39,219.02,2011,0,2,0
"26395",2016-11-05,39,218.19,2011,0,2,0
"26396",2016-11-05,39,206.87,2011,0,2,0
"26397",2012-11-03,35,339.02,2006,0,2,0
"26398",2012-11-03,35,347.49,2006,0,2,0
"26399",2012-11-03,35,342.28,2006,0,2,0
"26400",2012-11-03,35,338.85,2006,0,2,0
"26401",1999-07-23,22,229.07,1999,0,2,1
"26402",2014-08-08,37,236.86,1999,0,2,1
"26403",2014-08-08,37,259.37,1999,0,2,1
"26404",2016-06-04,39,204.78,2006,0,2,1
"26405",2016-06-04,39,168.4,2006,0,2,1
"26406",2016-06-04,39,174.29,2006,0,2,1
"26407",2018-11-06,41,695.46,2018,0,1,1
"26408",2017-11-29,40,255.52,2001,253.97,2,0
"26409",2017-11-29,40,261.92,2001,0,2,0
"26410",2009-09-21,19,530.88,2004,56.85,2,1
"26411",2009-09-21,19,533.54,2004,0,2,1
"26412",2009-09-21,19,522.88,2004,0,2,1
"26413",2000-08-16,23,190.93,2000,0,2,0
"26414",2000-08-16,23,192.62,2000,0,2,0
"26415",2000-08-16,23,186.56,2000,0,2,0
"26416",2010-07-21,32,1066.38,2006,1331.93,2,0
"26417",2010-07-21,32,1066.38,2006,541.98,2,0
"26418",2010-07-21,32,1061.04,2006,0,2,0
"26419",2005-11-11,28,358.97,2005,0,2,1
"26420",2005-11-11,28,248.65,2005,0,2,1
"26421",2005-11-11,28,248.65,2005,0,2,1
"26422",2005-11-11,28,249.89,2005,0,2,1
"26423",2018-07-19,41,419.24,2005,0,2,1
"26424",2014-08-05,37,233.87,2001,726.63,2,0
"26425",2014-08-05,37,311.04,2001,0,2,0
"26426",2014-08-05,37,325.03,2001,0,2,0
"26427",2009-10-07,32,238.55,2006,0,2,0
"26428",2009-10-07,32,372.77,2006,0,2,0
"26429",2009-10-07,32,238.55,2006,0,2,0
"26430",2016-02-05,30,682.93,2016,154.52,2,0
"26431",2016-02-05,30,778.41,2016,0,2,0
"26432",2018-05-14,33,191.82,2004,0,2,0
"26433",2017-08-22,43,624.8,2017,386.96,2,0
"26434",2017-08-22,43,294.64,2017,0,2,0
"26435",2016-09-22,38,193.77,2004,0,1,0
"26436",2016-09-22,38,193.77,2004,0,1,0
"26437",2016-09-22,38,194.75,2004,0,1,0
"26438",2017-07-01,39,256.43,2004,0,1,0
"26439",2017-07-01,39,250.78,2004,0,1,0
"26440",2018-02-07,40,273.58,2004,0,1,0
"26441",2018-02-16,40,428.56,2004,0,2,0
"26442",2014-05-13,35,258.83,2004,0,2,0
"26443",2014-05-13,35,265.31,2004,0,2,0
"26444",2017-07-24,38,310.74,2004,0,2,1
"26445",2017-07-24,38,316.96,2004,0,2,1
"26446",2015-09-11,39,321.85,1990,0,2,0
"26447",2017-01-20,38,497.61,2017,575.98,2,1
"26448",2017-01-20,38,633.68,2017,0,2,1
"26449",2014-09-26,37,415.97,2014,0,2,1
"26450",2014-09-26,37,418.04,2014,0,2,1
"26451",2014-09-26,37,420.14,2014,0,2,1
"26452",2015-08-13,36,296.81,2004,154.31,2,1
"26453",2015-08-13,36,298.39,2004,0,2,1
